tempo_diff,tempo_match_score,energy_diff,energy_match_score,flux_match_score,timbre_distance,timbre_similarity,harmonic_score,pair_id,track_a_id,track_b_id,rule_based_smoothness,smoothness_1_5
0.0,1.0,0.08692195,0.5349826491752306,0.7618791047189115,92.87600300978318,0.010652349566862,0.4321521717430597,pair_001,52tyA5PDC5veclwTVmvEEx,45f8hQO5e28l0KiCfP6OWx,0.572306566555792,3.289226266223168
0.0,1.0,0.2639250399999999,0.2747818616712936,0.6408006624853568,77.28519560182448,0.0127738072609055,0.5922229127471598,pair_002,52tyA5PDC5veclwTVmvEEx,1us1kcmAd3FUPJuMtEA57G,0.5396948094194365,3.158779237677746
38.4521484375,0.0,0.0288904399999999,0.7758527319791911,0.672356008741435,33.75171161497045,0.0287755610739246,0.6689798815732406,pair_003,52tyA5PDC5veclwTVmvEEx,3IGStl3M5BrxGyD01kZJ7Q,0.33351427152423085,2.3340570860969234
0.0,1.0,0.0239627599999999,0.8066938812914461,0.8826161944361112,63.47403751232414,0.0155101190895459,0.7426328747469615,pair_004,7ljQIZUFYvlqG6TDclQDXZ,3AF3nGA0feGjLByXNvvSKJ,0.703302069090163,3.813208276360652
28.952205882352928,0.0,0.2244316599999999,0.3082313236630482,0.5880224645750276,85.04317347594113,0.0116220724968915,0.7294285603549449,pair_005,7ljQIZUFYvlqG6TDclQDXZ,3IGStl3M5BrxGyD01kZJ7Q,0.22526795748612932,1.9010718299445173
52.61506645927601,0.0,0.1118350899999999,0.4720653221333633,0.8418204974367828,81.32183088872317,0.012147446056584,0.6275755701436867,pair_006,7ljQIZUFYvlqG6TDclQDXZ,3jHJXEhWhdHrkuFeSwhE0Z,0.24596093377339498,1.98384373509358
44.17067307692308,0.0,0.0992770699999999,0.5018138815469337,0.9978398762359244,94.21919679664455,0.010502083966699,0.5588351457717807,pair_007,40PpSTWl0OfDoue15x21OH,3jHJXEhWhdHrkuFeSwhE0Z,0.2393209163344294,1.9572836653377177
8.444393382352928,0.1555606617647071,0.14662201,0.4054788135089808,0.5630948322647482,94.34023222219976,0.010488751460867,0.6131217995929282,pair_008,40PpSTWl0OfDoue15x21OH,3Bi2SYUeN1CRZBvu8ocKND,0.28053804520565173,2.122152180822607
8.444393382352928,0.1555606617647071,0.04919066,0.6702832469539313,0.6982567322422838,101.26412620238256,0.0097786001517382,0.7071776878542411,pair_009,40PpSTWl0OfDoue15x21OH,42dBUwO0gBAgMtsjdAPMl8,0.3654083009573261,2.4616332038293045
0.0,1.0,0.24573965,0.289234977822185,0.6575364659860988,60.21148385537256,0.0163368037664754,0.7721920255777367,pair_010,1SatljanBAyeiljzNXnyxz,45f8hQO5e28l0KiCfP6OWx,0.5800145103243887,3.3200580412975547
38.4521484375,0.0,0.36155204,0.2166602925208607,0.5897647622985562,120.4315997611954,0.0082350887410408,0.6907542978522117,pair_011,1SatljanBAyeiljzNXnyxz,3IGStl3M5BrxGyD01kZJ7Q,0.1939629504488657,1.7758518017954628
0.0,1.0,0.35778197,0.2184446014769869,0.5837487727411739,66.14984209651499,0.0148920677812271,0.4110889419818033,pair_012,1SatljanBAyeiljzNXnyxz,6NOMfX95ei3MYvs7pIbUzL,0.4898073523218528,2.959229409287411
0.0,1.0,0.11204232,0.471603970377234,0.8387590559766827,33.071524668483626,0.0293500220412797,0.1563674771944099,pair_013,45f8hQO5e28l0KiCfP6OWx,6NOMfX95ei3MYvs7pIbUzL,0.5050444924414464,3.020177969765786
52.61506645927601,0.0,0.08787233,0.5322763602282465,0.947951401185925,60.57211387327582,0.0162411185371699,0.6541695284490944,pair_014,3AF3nGA0feGjLByXNvvSKJ,3jHJXEhWhdHrkuFeSwhE0Z,0.26715121945431447,2.0686048778172577
0.0,1.0,0.04235516,0.7024683896249352,0.7532530551378976,49.82937198298611,0.0196736642808556,0.2866967934440225,pair_015,3AF3nGA0feGjLByXNvvSKJ,5w2PBowfXDbOpzLpLrB3kt,0.5868911889512093,3.347564755804837
0.0,1.0,0.08357368,0.5447404006936071,0.7858087960607719,120.8833777792466,0.0082045642172075,0.3978828081881571,pair_016,1EDnEdNHoNOhaTDBEowLDH,5QfJ0FdXn72ljBhKr3VyKA,0.5674025746544746,3.2696102986178985
