tempo_diff,tempo_match_score,energy_diff,energy_match_score,flux_match_score,timbre_distance,timbre_similarity,harmonic_score,pair_id,track_a_id,track_b_id
0.0,1.0,0.08692195,0.5349826491752306,0.7618791047189115,92.87600300978318,0.010652349566862004,0.43215217174305975,pair_001,52tyA5PDC5veclwTVmvEEx,45f8hQO5e28l0KiCfP6OWx
0.0,1.0,0.26392503999999994,0.27478186167129365,0.6408006624853568,77.28519560182448,0.01277380726090559,0.5922229127471598,pair_002,52tyA5PDC5veclwTVmvEEx,1us1kcmAd3FUPJuMtEA57G
38.4521484375,0.0,0.02889043999999999,0.7758527319791911,0.672356008741435,33.75171161497045,0.02877556107392468,0.6689798815732406,pair_003,52tyA5PDC5veclwTVmvEEx,3IGStl3M5BrxGyD01kZJ7Q
0.0,1.0,0.023962759999999972,0.8066938812914461,0.8826161944361112,63.47403751232414,0.015510119089545945,0.7426328747469615,pair_004,7ljQIZUFYvlqG6TDclQDXZ,3AF3nGA0feGjLByXNvvSKJ
28.952205882352928,0.0,0.22443165999999998,0.3082313236630482,0.5880224645750276,85.04317347594113,0.011622072496891504,0.7294285603549449,pair_005,7ljQIZUFYvlqG6TDclQDXZ,3IGStl3M5BrxGyD01kZJ7Q
52.61506645927601,0.0,0.11183508999999997,0.47206532213336333,0.8418204974367828,81.32183088872317,0.012147446056584058,0.6275755701436867,pair_006,7ljQIZUFYvlqG6TDclQDXZ,3jHJXEhWhdHrkuFeSwhE0Z
44.17067307692308,0.0,0.09927706999999997,0.5018138815469337,0.9978398762359244,94.21919679664457,0.010502083966699024,0.5588351457717807,pair_007,40PpSTWl0OfDoue15x21OH,3jHJXEhWhdHrkuFeSwhE0Z
8.444393382352928,0.15556066176470718,0.14662201,0.4054788135089808,0.5630948322647482,94.34023222219976,0.010488751460867035,0.6131217995929282,pair_008,40PpSTWl0OfDoue15x21OH,3Bi2SYUeN1CRZBvu8ocKND
8.444393382352928,0.15556066176470718,0.04919066,0.6702832469539313,0.6982567322422838,101.26412620238257,0.009778600151738271,0.7071776878542411,pair_009,40PpSTWl0OfDoue15x21OH,42dBUwO0gBAgMtsjdAPMl8
0.0,1.0,0.24573965000000003,0.289234977822185,0.6575364659860988,60.21148385537256,0.016336803766475422,0.7721920255777367,pair_010,1SatljanBAyeiljzNXnyxz,45f8hQO5e28l0KiCfP6OWx
38.4521484375,0.0,0.36155204,0.2166602925208607,0.5897647622985562,120.43159976119541,0.008235088741040857,0.6907542978522117,pair_011,1SatljanBAyeiljzNXnyxz,3IGStl3M5BrxGyD01kZJ7Q
0.0,1.0,0.35778197,0.21844460147698697,0.5837487727411739,66.14984209651499,0.014892067781227128,0.41108894198180335,pair_012,1SatljanBAyeiljzNXnyxz,6NOMfX95ei3MYvs7pIbUzL
0.0,1.0,0.11204232,0.47160397037723406,0.8387590559766827,33.071524668483626,0.029350022041279716,0.15636747719440997,pair_013,45f8hQO5e28l0KiCfP6OWx,6NOMfX95ei3MYvs7pIbUzL
52.61506645927601,0.0,0.08787233,0.5322763602282465,0.947951401185925,60.57211387327582,0.016241118537169967,0.6541695284490944,pair_014,3AF3nGA0feGjLByXNvvSKJ,3jHJXEhWhdHrkuFeSwhE0Z
0.0,1.0,0.04235516,0.7024683896249352,0.7532530551378976,49.82937198298611,0.019673664280855676,0.28669679344402255,pair_015,3AF3nGA0feGjLByXNvvSKJ,5w2PBowfXDbOpzLpLrB3kt
0.0,1.0,0.08357368000000001,0.5447404006936071,0.7858087960607719,120.88337777924659,0.00820456421720758,0.3978828081881571,pair_016,1EDnEdNHoNOhaTDBEowLDH,5QfJ0FdXn72ljBhKr3VyKA
0.0,1.0,0.17520118999999998,0.3633705217626421,0.757368456648949,93.1276256169178,0.010623873633759943,0.6195768082512496,pair_017,1EDnEdNHoNOhaTDBEowLDH,7dLFPSD8NW1duFyR8bUEfe
0.0,1.0,0.06173693999999999,0.6182879433727385,0.8048769101741271,96.33123881225377,0.010274193693650001,0.5729748135001507,pair_018,1EDnEdNHoNOhaTDBEowLDH,08KQZbwrjvdXQrnzv9gxG6
9.499942555147072,0.050005744485292825,0.30323500999999997,0.24799433957879802,0.48547245523956095,112.71415993405043,0.008793979576333846,0.3187566661662399,pair_019,1us1kcmAd3FUPJuMtEA57G,145D2Gzn5X1ScHZywCmWqM
0.0,1.0,0.21909472999999996,0.31338656078713684,0.577530127725408,79.95941608264916,0.012351867742958133,0.5732893986058544,pair_020,1us1kcmAd3FUPJuMtEA57G,5QfJ0FdXn72ljBhKr3VyKA
80.74951171875,0.0,0.15447591000000002,0.39296450497023466,0.8032883411533452,86.79143894126749,0.011390632299226813,0.6818026840252341,pair_021,6NOMfX95ei3MYvs7pIbUzL,2UkJVFIbRG9FyqHG4E3Dje
80.74951171875,0.0,0.07533407000000003,0.570339809028559,0.5578782195361254,134.72581296414964,0.00736779524956051,0.44879671289932443,pair_022,2UkJVFIbRG9FyqHG4E3Dje,7tCSIsqgEwzdCqZAw8wjrd
80.74951171875,0.0,0.041934970000000016,0.7045480053294828,0.7867704857528847,70.76823948124465,0.013933740150632121,0.2688039594903473,pair_023,2UkJVFIbRG9FyqHG4E3Dje,1q9Ds8nsZqNYUAzlsNo7t2
0.0,1.0,0.16853327,0.372393335097733,0.6587486831613824,64.40383796079925,0.015289622615103485,0.2367915816319326,pair_024,145D2Gzn5X1ScHZywCmWqM,5w2PBowfXDbOpzLpLrB3kt
0.0,1.0,0.36139482999999994,0.21673411468437997,0.6446523476916965,81.70083103948068,0.012091776919661285,0.28570924113045526,pair_025,145D2Gzn5X1ScHZywCmWqM,1ZDc7YpLxJeDn4Dumsx095
0.0,1.0,0.033399100000000015,0.749630244881712,0.657251667973283,160.29791350095687,0.006199708218755525,0.49249721992457773,pair_026,7tCSIsqgEwzdCqZAw8wjrd,1q9Ds8nsZqNYUAzlsNo7t2
0.0,1.0,0.24264589000000003,0.29184648909695077,0.44768073845116885,117.00026303092885,0.008474557380756784,0.44803227868604467,pair_027,7tCSIsqgEwzdCqZAw8wjrd,3LgA6sFAEZ30TqeTWmGDlV
0.0,1.0,0.04077195,0.7103687915099564,0.5528607280799843,83.01699462488081,0.011902353856678656,0.809025101932842,pair_028,04GyfkxwKrbaa9qrZTu3Pa,443M0kCEyrSg4V7R5mtq8X
47.8515625,0.0,0.030665750000000047,0.7653114913433701,0.8133318758426119,98.60474972141716,0.010039681870562228,0.6173706128666685,pair_029,04GyfkxwKrbaa9qrZTu3Pa,6C3vS3o69ZX3JvX0onzFkT
8.444393382352928,0.15556066176470718,0.010188310000000034,0.9075372877576576,0.8756831204022257,66.99316567531798,0.01470736051289648,0.5812076571892568,pair_030,04GyfkxwKrbaa9qrZTu3Pa,42dBUwO0gBAgMtsjdAPMl8
8.444393382352928,0.15556066176470718,0.13733205999999992,0.4213505752235919,0.6304683673845094,48.16284690559276,0.020340563310344832,0.46503242549985974,pair_031,443M0kCEyrSg4V7R5mtq8X,1ZDc7YpLxJeDn4Dumsx095
0.0,1.0,0.06428796999999997,0.6086872946327112,0.6350846278845464,51.57829126245436,0.019019256350654556,0.8640279439315475,pair_032,443M0kCEyrSg4V7R5mtq8X,4YGzPQSuENk8V14hs3W9xH
9.499942555147072,0.050005744485292825,0.08439299,0.5423199656342684,0.8405537601794213,147.82851643882455,0.006719142432700702,0.3884425886731159,pair_033,5QfJ0FdXn72ljBhKr3VyKA,5w2PBowfXDbOpzLpLrB3kt
0.0,1.0,0.20924679000000002,0.32336633146620536,0.36294717314783254,82.46776923169678,0.011980672410497958,0.5357135978369516,pair_034,1q9Ds8nsZqNYUAzlsNo7t2,3LgA6sFAEZ30TqeTWmGDlV
47.8515625,0.0,0.13572567000000002,0.42422193560845534,0.6832043568761683,149.74261396929106,0.006633824196545495,0.4748564866367973,pair_035,6C3vS3o69ZX3JvX0onzFkT,4YGzPQSuENk8V14hs3W9xH
47.8515625,0.0,0.012016600000000044,0.8927248282843789,0.7003690314463594,231.15879806710223,0.004307396524817311,0.5311708082582681,pair_036,6C3vS3o69ZX3JvX0onzFkT,51xCJIB6whswDNw6tdbF97
0.0,1.0,0.22315118999999997,0.3094526744586644,0.8481657736611957,134.41598763089593,0.00738465241434937,0.7101478832774026,pair_037,74LWuJ28wzfUBCYxRWyd7i,4zr7hfFkbtPBUc9c1CeJN6
0.0,1.0,0.08720401999999997,0.5341765630887628,0.7714993333474262,87.4314927448176,0.011308188621056649,0.7648344851571007,pair_038,74LWuJ28wzfUBCYxRWyd7i,20X3JnZ5J6eNGXpypFQNxa
0.0,1.0,0.09174493999999997,0.5215261482258672,0.8992969116885037,56.622272054773994,0.017354400726327317,0.42278125019156804,pair_039,74LWuJ28wzfUBCYxRWyd7i,7dLFPSD8NW1duFyR8bUEfe
0.0,1.0,0.08741889000000003,0.5335641460687339,0.5121398658070638,49.47197415066711,0.01981297575194575,0.7322199615752957,pair_040,3LgA6sFAEZ30TqeTWmGDlV,3GzkcXSKpe34kAjkFCxo1z
0.0,1.0,0.13594717,0.4238236890063144,0.8951248457476111,56.971974842148974,0.01724971424076694,0.7119058030541547,pair_041,4zr7hfFkbtPBUc9c1CeJN6,20X3JnZ5J6eNGXpypFQNxa
0.0,1.0,0.13140625,0.4321404456448346,0.937176381280839,101.77843199881083,0.00972966779656232,0.7621303471640952,pair_042,4zr7hfFkbtPBUc9c1CeJN6,7dLFPSD8NW1duFyR8bUEfe
48.63970588235293,0.0,0.08418758999999992,0.5429247431925247,0.6421953009670754,149.03581869546915,0.006665075104696973,0.50757443693967,pair_043,1ZDc7YpLxJeDn4Dumsx095,3f6LpfaDNDy7gtYZFHg5Km
